,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone
809,1,1,0,0.5124252909720037,1,0,0.816923076923077,1,1,2,0,Southampton,1,0
810,0,3,1,0.4023277760301982,0,0,0.12134615384615385,1,3,1,1,Southampton,0,1
811,0,3,1,0.6067945894935515,0,0,0.37153846153846154,1,3,1,1,Southampton,0,1
812,0,2,1,0.5438817238125196,0,0,0.16153846153846155,1,2,1,1,Southampton,0,1
813,0,3,0,0.08776344762503932,4,2,0.48115384615384615,1,3,3,0,Southampton,0,0
814,0,3,1,0.4731047499213589,0,0,0.12384615384615387,1,3,1,1,Southampton,0,1
816,0,3,0,0.35514312676942433,0,0,0.12192307692307693,1,3,2,0,Southampton,0,1
817,0,2,1,0.4809688581314879,1,1,0.5692953846153846,3,2,1,1,Cherbourg,0,0
818,0,3,1,0.6697074551745832,0,0,0.09923076923076923,1,3,1,1,Southampton,0,1
819,0,3,1,0.1506763133060711,3,2,0.42923076923076925,1,3,3,0,Southampton,0,0
821,1,3,1,0.4180559924504561,0,0,0.13326923076923078,1,3,1,1,Southampton,1,1
822,0,1,1,0.5910663730732935,0,0,0.0,1,1,1,1,Southampton,0,1
823,1,3,0,0.4180559924504561,0,1,0.19192307692307692,1,3,2,0,Southampton,1,0
824,0,3,1,0.02485058194400755,4,1,0.6105769230769231,1,3,3,0,Southampton,0,0
825,0,3,1,0.46050829894713463,0,0,0.10692307692307693,2,3,1,1,Queenstown,0,1
826,0,3,1,0.46050829894713463,0,0,0.8691661538461539,1,3,1,1,Southampton,0,1
827,1,2,1,0.009122365523749607,0,2,0.5692953846153846,3,2,3,0,Cherbourg,1,0
828,1,3,1,0.46050829894713463,0,0,0.11923076923076924,2,3,1,1,Queenstown,1,1
830,1,3,0,0.2293173954073608,1,0,0.2223723076923077,3,3,3,0,Cherbourg,1,0
831,1,2,1,0.006448568732305757,1,1,0.2884615384615385,1,2,3,0,Southampton,1,0
833,0,3,1,0.35514312676942433,0,0,0.12083384615384615,1,3,1,1,Southampton,0,1
834,0,3,1,0.27650204466813466,0,0,0.12769230769230772,1,3,1,1,Southampton,0,1
836,0,3,1,0.3236866939289085,0,0,0.13326923076923078,1,3,1,1,Southampton,0,1
839,1,1,1,0.46050829894713463,0,0,0.45692307692307693,3,1,1,1,Cherbourg,1,1
840,0,3,1,0.3079584775086505,0,0,0.12192307692307693,1,3,1,1,Southampton,0,1
841,0,2,1,0.24504561182761875,0,0,0.16153846153846155,1,2,1,1,Southampton,0,1
842,1,1,0,0.4652406417112299,0,0,0.47692307692307695,3,1,2,0,Cherbourg,1,1
843,0,3,1,0.5360176156023907,0,0,0.09903846153846155,3,3,1,1,Cherbourg,0,1
845,0,3,1,0.6539792387543253,0,0,0.11615384615384616,1,3,1,1,Southampton,0,1
847,0,3,1,0.5438817238125196,0,0,0.12147384615384617,3,3,1,1,Cherbourg,0,1
848,0,2,1,0.43378420887071406,0,1,0.5076923076923077,1,2,1,1,Southampton,0,0
850,0,3,1,0.056307014784523435,4,2,0.48115384615384615,1,3,3,0,Southampton,0,0
852,0,3,0,0.13494809688581316,1,1,0.23455076923076923,3,3,3,0,Cherbourg,0,0
853,1,1,0,0.24504561182761875,0,1,0.6061538461538462,1,1,2,0,Southampton,1,0
854,0,2,0,0.6854356715948411,1,0,0.4,1,2,2,0,Southampton,0,0
855,1,3,0,0.27650204466813466,0,1,0.14384615384615385,1,3,2,0,Southampton,1,0
857,1,1,1,0.7955331865366467,0,0,0.4084615384615385,1,1,1,1,Southampton,1,1
858,1,3,0,0.3708713431896823,0,3,0.29628153846153843,3,3,2,0,Cherbourg,1,0
860,0,3,1,0.6382510223340673,2,0,0.21705076923076924,1,3,1,1,Southampton,0,0
861,0,2,1,0.3236866939289085,1,0,0.17692307692307693,1,2,1,1,Southampton,0,0
862,1,1,0,0.7483485372758729,0,0,0.3989107692307693,1,1,2,0,Southampton,1,1
864,0,2,1,0.3708713431896823,0,0,0.2,1,2,1,1,Southampton,0,1
865,1,2,0,0.6539792387543253,0,0,0.2,1,2,2,0,Southampton,1,1
866,1,2,0,0.4180559924504561,1,0,0.21320461538461538,3,2,2,0,Cherbourg,1,0
867,0,1,1,0.4809688581314879,0,0,0.7768584615384616,1,1,1,1,Southampton,0,1
868,0,3,1,0.46050829894713463,0,0,0.14615384615384616,1,3,1,1,Southampton,0,1
869,1,3,1,0.056307014784523435,1,1,0.17128153846153849,1,3,3,0,Southampton,1,0
871,1,1,0,0.732620320855615,1,1,0.8085261538461539,1,1,2,0,Southampton,1,0
872,0,1,1,0.5124252909720037,0,0,0.07692307692307693,1,1,1,1,Southampton,0,1
873,0,3,1,0.732620320855615,0,0,0.13846153846153847,1,3,1,1,Southampton,0,1
874,1,2,0,0.43378420887071406,1,0,0.36923076923076925,3,2,2,0,Cherbourg,1,0
875,1,3,0,0.2293173954073608,0,0,0.11115384615384616,3,3,3,0,Cherbourg,1,1
876,0,3,1,0.3079584775086505,0,0,0.15147384615384618,1,3,1,1,Southampton,0,1
880,1,2,0,0.38659955960994025,0,1,0.4,1,2,2,0,Southampton,1,0
881,0,3,1,0.5124252909720037,0,0,0.12147384615384617,1,3,1,1,Southampton,0,1
882,0,3,0,0.3394149103491664,0,0,0.16179538461538462,1,3,2,0,Southampton,0,1
883,0,2,1,0.43378420887071406,0,0,0.16153846153846155,1,2,1,1,Southampton,0,1
885,0,3,0,0.6067945894935515,0,5,0.4480769230769231,2,3,2,0,Queenstown,0,0
887,1,1,0,0.29223026108839256,0,0,0.46153846153846156,1,1,2,0,Southampton,1,1
888,0,3,0,0.46050829894713463,1,2,0.3607692307692308,1,3,2,0,Southampton,0,0
889,1,1,1,0.4023277760301982,0,0,0.46153846153846156,3,1,1,1,Cherbourg,1,1
890,0,3,1,0.49669707455174583,0,0,0.11923076923076924,2,3,1,1,Queenstown,0,1
